timestamp,ueImsiComplete,numActiveUes,DRB.EstabSucc.5QI.UEID (numDrb),DRB.RelActNbr.5QI.UEID (0),enbdev (m_cellId),UE (imsi),sameCellSinr,sameCellSinr 3gpp encoded,L3 neigh Id (cellId),sinr,3gpp encoded sinr (convertedSinr)
1732486947093,00003,12,1,0,,,,,,,
1732486947093,00001,12,1,0,,,,,,,
1732486947093,00004,12,1,0,,,,,,,
1732486947093,00009,12,1,0,,,,,,,
1732486947093,00002,12,1,0,,,,,,,
1732486947093,00007,12,1,0,,,,,,,
1732486947093,00008,12,1,0,,,,,,,
1732486947093,00005,12,1,0,,,,,,,
1732486947093,00011,12,1,0,,,,,,,
1732486947093,00012,12,1,0,,,,,,,
1732486947093,00010,12,1,0,,,,,,,
1732486947093,00006,12,1,0,,,,,,,
1732486947193,00003,12,1,0,,,,,,,
1732486947193,00001,12,1,0,,,,,,,
1732486947193,00004,12,1,0,,,,,,,
1732486947193,00009,12,1,0,,,,,,,
1732486947193,00002,12,1,0,,,,,,,
1732486947193,00007,12,1,0,,,,,,,
1732486947193,00008,12,1,0,,,,,,,
1732486947193,00005,12,1,0,,,,,,,
1732486947193,00011,12,1,0,,,,,,,
1732486947193,00012,12,1,0,,,,,,,
1732486947193,00010,12,1,0,,,,,,,
1732486947193,00006,12,1,0,,,,,,,
1732486947293,00003,12,1,0,,,,,,,
1732486947293,00001,12,1,0,,,,,,,
1732486947293,00004,12,1,0,,,,,,,
1732486947293,00009,12,1,0,,,,,,,
1732486947293,00002,12,1,0,,,,,,,
1732486947293,00007,12,1,0,,,,,,,
1732486947293,00008,12,1,0,,,,,,,
1732486947293,00005,12,1,0,,,,,,,
1732486947293,00011,12,1,0,,,,,,,
1732486947293,00012,12,1,0,,,,,,,
1732486947293,00010,12,1,0,,,,,,,
1732486947293,00006,12,1,0,,,,,,,
