timestamp,ueImsiComplete,numActiveUes,DRB.EstabSucc.5QI.UEID (numDrb),DRB.RelActNbr.5QI.UEID (0),enbdev (m_cellId),UE (imsi),sameCellSinr,sameCellSinr 3gpp encoded,L3 neigh Id (cellId),sinr,3gpp encoded sinr (convertedSinr)
1732483717355,00003,12,1,0,,,,,,,
1732483717355,00001,12,1,0,,,,,,,
1732483717355,00004,12,1,0,,,,,,,
1732483717355,00009,12,1,0,,,,,,,
1732483717355,00002,12,1,0,,,,,,,
1732483717355,00007,12,1,0,,,,,,,
1732483717355,00008,12,1,0,,,,,,,
1732483717355,00005,12,1,0,,,,,,,
1732483717355,00011,12,1,0,,,,,,,
1732483717355,00012,12,1,0,,,,,,,
1732483717355,00010,12,1,0,,,,,,,
1732483717355,00006,12,1,0,,,,,,,
1732483717455,00003,12,1,0,,,,,,,
1732483717455,00001,12,1,0,,,,,,,
1732483717455,00004,12,1,0,,,,,,,
1732483717455,00009,12,1,0,,,,,,,
1732483717455,00002,12,1,0,,,,,,,
1732483717455,00007,12,1,0,,,,,,,
1732483717455,00008,12,1,0,,,,,,,
1732483717455,00005,12,1,0,,,,,,,
1732483717455,00011,12,1,0,,,,,,,
1732483717455,00012,12,1,0,,,,,,,
1732483717455,00010,12,1,0,,,,,,,
1732483717455,00006,12,1,0,,,,,,,
1732483717555,00003,12,1,0,,,,,,,
1732483717555,00001,12,1,0,,,,,,,
1732483717555,00004,12,1,0,,,,,,,
1732483717555,00009,12,1,0,,,,,,,
1732483717555,00002,12,1,0,,,,,,,
1732483717555,00007,12,1,0,,,,,,,
1732483717555,00008,12,1,0,,,,,,,
1732483717555,00005,12,1,0,,,,,,,
1732483717555,00011,12,1,0,,,,,,,
1732483717555,00012,12,1,0,,,,,,,
1732483717555,00010,12,1,0,,,,,,,
1732483717555,00006,12,1,0,,,,,,,
1732483717655,00003,12,1,0,,,,,,,
1732483717655,00001,12,1,0,,,,,,,
1732483717655,00004,12,1,0,,,,,,,
1732483717655,00009,12,1,0,,,,,,,
