timestamp,ueImsiComplete,numActiveUes,DRB.EstabSucc.5QI.UEID (numDrb),DRB.RelActNbr.5QI.UEID (0),L3 serving Id(m_cellId),UE (imsi),L3 serving SINR,L3 serving SINR 3gpp,L3 neigh Id 1 (cellId),L3 neigh SINR 1,L3 neigh SINR 3gpp 1 (convertedSinr),L3 neigh Id 2 (cellId),L3 neigh SINR 2,L3 neigh SINR 3gpp 2 (convertedSinr),L3 neigh Id 3 (cellId),L3 neigh SINR 3,L3 neigh SINR 3gpp 3 (convertedSinr),L3 neigh Id 4 (cellId),L3 neigh SINR 4,L3 neigh SINR 3gpp 4 (convertedSinr),L3 neigh Id 5 (cellId),L3 neigh SINR 5,L3 neigh SINR 3gpp 5 (convertedSinr),L3 neigh Id 6 (cellId),L3 neigh SINR 6,L3 neigh SINR 3gpp 6 (convertedSinr),L3 neigh Id 7 (cellId),L3 neigh SINR 7,L3 neigh SINR 3gpp 7 (convertedSinr),L3 neigh Id 8 (cellId),L3 neigh SINR 8,L3 neigh SINR 3gpp 8 (convertedSinr)
1732451190844,00002,2,0,0,2,2,41.686119,127.000000,4,32.103882,111.000000,5,23.409209,94.000000,3,23.021760,93.000000,,,,,,,,,,,,,,,
1732451190844,00003,2,0,0,2,3,44.318803,127.000000,4,35.775791,118.000000,3,29.028729,105.000000,5,26.576528,100.000000,,,,,,,,,,,,,,,
1732451190944,00002,2,0,0,2,2,43.199037,127.000000,4,36.043581,119.000000,3,23.583268,94.000000,5,21.873086,90.000000,,,,,,,,,,,,,,,
1732451190944,00003,2,0,0,2,3,44.582971,127.000000,4,35.516287,118.000000,3,28.628349,104.000000,5,26.391365,100.000000,,,,,,,,,,,,,,,
1732451191044,00002,2,0,0,2,2,42.482477,127.000000,4,34.934342,117.000000,3,23.179223,93.000000,5,22.991364,93.000000,,,,,,,,,,,,,,,
1732451191044,00003,2,0,0,2,3,45.674451,127.000000,4,36.412196,120.000000,3,28.890288,105.000000,5,27.272141,101.000000,,,,,,,,,,,,,,,
1732451191144,00002,2,0,0,2,2,40.748836,127.000000,4,34.583378,116.000000,3,22.967205,93.000000,5,22.668820,92.000000,,,,,,,,,,,,,,,
1732451191144,00003,2,0,0,2,3,43.243871,127.000000,4,34.549636,116.000000,5,27.921996,103.000000,3,26.920562,101.000000,,,,,,,,,,,,,,,
1732451191244,00002,2,0,0,2,2,43.197779,127.000000,4,33.825599,115.000000,3,25.357607,97.000000,5,23.627627,94.000000,,,,,,,,,,,,,,,
1732451191244,00003,2,0,0,2,3,44.021039,127.000000,4,32.020224,111.000000,5,29.123624,105.000000,3,28.920863,105.000000,,,,,,,,,,,,,,,
