timestamp,ueImsiComplete,numActiveUes,DRB.EstabSucc.5QI.UEID (numDrb),DRB.RelActNbr.5QI.UEID (0),enbdev (m_cellId),UE (imsi),sameCellSinr,sameCellSinr 3gpp encoded,L3 neigh Id (cellId),sinr,3gpp encoded sinr (convertedSinr)
1732451190844,00003,4,1,0,,,,,,,
1732451190844,00002,4,1,0,,,,,,,
1732451190844,00001,4,1,0,,,,,,,
1732451190844,00004,4,1,0,,,,,,,
1732451190944,00003,4,1,0,,,,,,,
1732451190944,00002,4,1,0,,,,,,,
1732451190944,00001,4,1,0,,,,,,,
1732451190944,00004,4,1,0,,,,,,,
1732451191044,00003,4,1,0,,,,,,,
1732451191044,00002,4,1,0,,,,,,,
1732451191044,00001,4,1,0,,,,,,,
1732451191044,00004,4,1,0,,,,,,,
1732451191144,00003,4,1,0,,,,,,,
1732451191144,00002,4,1,0,,,,,,,
1732451191144,00001,4,1,0,,,,,,,
1732451191144,00004,4,1,0,,,,,,,
1732451191244,00003,4,1,0,,,,,,,
1732451191244,00002,4,1,0,,,,,,,
1732451191244,00001,4,1,0,,,,,,,
1732451191244,00004,4,1,0,,,,,,,
1732451191344,00003,4,1,0,,,,,,,
1732451191344,00002,4,1,0,,,,,,,
1732451191344,00001,4,1,0,,,,,,,
1732451191344,00004,4,1,0,,,,,,,
1732451191444,00003,4,1,0,,,,,,,
1732451191444,00002,4,1,0,,,,,,,
1732451191444,00001,4,1,0,,,,,,,
1732451191444,00004,4,1,0,,,,,,,
1732451191544,00003,4,1,0,,,,,,,
1732451191544,00002,4,1,0,,,,,,,
1732451191544,00001,4,1,0,,,,,,,
1732451191544,00004,4,1,0,,,,,,,
1732451191644,00003,4,1,0,,,,,,,
1732451191644,00002,4,1,0,,,,,,,
1732451191644,00001,4,1,0,,,,,,,
1732451191644,00004,4,1,0,,,,,,,
1732451191744,00003,4,1,0,,,,,,,
1732451191744,00002,4,1,0,,,,,,,
1732451191744,00001,4,1,0,,,,,,,
1732451191744,00004,4,1,0,,,,,,,
1732451191844,00003,4,1,0,,,,,,,
1732451191844,00002,4,1,0,,,,,,,
1732451191844,00001,4,1,0,,,,,,,
1732451191844,00004,4,1,0,,,,,,,
1732451191944,00003,4,1,0,,,,,,,
1732451191944,00002,4,1,0,,,,,,,
1732451191944,00001,4,1,0,,,,,,,
1732451191944,00004,4,1,0,,,,,,,
1732451192044,00003,4,1,0,,,,,,,
1732451192044,00002,4,1,0,,,,,,,
1732451192044,00001,4,1,0,,,,,,,
1732451192044,00004,4,1,0,,,,,,,
1732451192144,00003,4,1,0,,,,,,,
1732451192144,00002,4,1,0,,,,,,,
1732451192144,00001,4,1,0,,,,,,,
1732451192144,00004,4,1,0,,,,,,,
1732451192244,00003,4,1,0,,,,,,,
1732451192244,00002,4,1,0,,,,,,,
1732451192244,00001,4,1,0,,,,,,,
1732451192244,00004,4,1,0,,,,,,,
1732451192344,00003,4,1,0,,,,,,,
1732451192344,00002,4,1,0,,,,,,,
1732451192344,00001,4,1,0,,,,,,,
1732451192344,00004,4,1,0,,,,,,,
