timestamp,ueImsiComplete,numActiveUes,DRB.EstabSucc.5QI.UEID (numDrb),DRB.RelActNbr.5QI.UEID (0),enbdev (m_cellId),UE (imsi),sameCellSinr,sameCellSinr 3gpp encoded,L3 neigh Id (cellId),sinr,3gpp encoded sinr (convertedSinr)
1732464088193,00003,12,1,0,,,,,,,
1732464088193,00001,12,1,0,,,,,,,
1732464088193,00004,12,1,0,,,,,,,
1732464088193,00009,12,1,0,,,,,,,
1732464088193,00002,12,1,0,,,,,,,
1732464088193,00007,12,1,0,,,,,,,
1732464088193,00008,12,1,0,,,,,,,
1732464088193,00005,12,1,0,,,,,,,
1732464088193,00011,12,1,0,,,,,,,
1732464088193,00012,12,1,0,,,,,,,
1732464088193,00010,12,1,0,,,,,,,
1732464088193,00006,12,1,0,,,,,,,
1732464088293,00003,12,1,0,,,,,,,
1732464088293,00001,12,1,0,,,,,,,
1732464088293,00004,12,1,0,,,,,,,
1732464088293,00009,12,1,0,,,,,,,
1732464088293,00002,12,1,0,,,,,,,
1732464088293,00007,12,1,0,,,,,,,
1732464088293,00008,12,1,0,,,,,,,
1732464088293,00005,12,1,0,,,,,,,
1732464088293,00011,12,1,0,,,,,,,
1732464088293,00012,12,1,0,,,,,,,
1732464088293,00010,12,1,0,,,,,,,
1732464088293,00006,12,1,0,,,,,,,
1732464088393,00003,12,1,0,,,,,,,
1732464088393,00001,12,1,0,,,,,,,
1732464088393,00004,12,1,0,,,,,,,
1732464088393,00009,12,1,0,,,,,,,
1732464088393,00002,12,1,0,,,,,,,
1732464088393,00007,12,1,0,,,,,,,
1732464088393,00008,12,1,0,,,,,,,
1732464088393,00005,12,1,0,,,,,,,
1732464088393,00011,12,1,0,,,,,,,
1732464088393,00012,12,1,0,,,,,,,
1732464088393,00010,12,1,0,,,,,,,
1732464088393,00006,12,1,0,,,,,,,
1732464088493,00003,12,1,0,,,,,,,
1732464088493,00001,12,1,0,,,,,,,
1732464088493,00004,12,1,0,,,,,,,
1732464088493,00009,12,1,0,,,,,,,
1732464088493,00002,12,1,0,,,,,,,
1732464088493,00007,12,1,0,,,,,,,
1732464088493,00008,12,1,0,,,,,,,
1732464088493,00005,12,1,0,,,,,,,
1732464088493,00011,12,1,0,,,,,,,
1732464088493,00012,12,1,0,,,,,,,
1732464088493,00010,12,1,0,,,,,,,
1732464088493,00006,12,1,0,,,,,,,
1732464088593,00003,12,1,0,,,,,,,
1732464088593,00001,12,1,0,,,,,,,
1732464088593,00004,12,1,0,,,,,,,
1732464088593,00009,12,1,0,,,,,,,
1732464088593,00002,12,1,0,,,,,,,
1732464088593,00007,12,1,0,,,,,,,
1732464088593,00008,12,1,0,,,,,,,
1732464088593,00005,12,1,0,,,,,,,
1732464088593,00011,12,1,0,,,,,,,
1732464088593,00012,12,1,0,,,,,,,
1732464088593,00010,12,1,0,,,,,,,
1732464088593,00006,12,1,0,,,,,,,
1732464088693,00003,12,1,0,,,,,,,
1732464088693,00001,12,1,0,,,,,,,
1732464088693,00004,12,1,0,,,,,,,
1732464088693,00009,12,1,0,,,,,,,
1732464088693,00002,12,1,0,,,,,,,
1732464088693,00007,12,1,0,,,,,,,
1732464088693,00008,12,1,0,,,,,,,
1732464088693,00005,12,1,0,,,,,,,
1732464088693,00011,12,1,0,,,,,,,
1732464088693,00012,12,1,0,,,,,,,
1732464088693,00010,12,1,0,,,,,,,
1732464088693,00006,12,1,0,,,,,,,
1732464088793,00003,12,1,0,,,,,,,
1732464088793,00001,12,1,0,,,,,,,
1732464088793,00004,12,1,0,,,,,,,
1732464088793,00009,12,1,0,,,,,,,
1732464088793,00002,12,1,0,,,,,,,
1732464088793,00007,12,1,0,,,,,,,
1732464088793,00008,12,1,0,,,,,,,
1732464088793,00005,12,1,0,,,,,,,
1732464088793,00011,12,1,0,,,,,,,
1732464088793,00012,12,1,0,,,,,,,
1732464088793,00010,12,1,0,,,,,,,
1732464088793,00006,12,1,0,,,,,,,
1732464088893,00003,12,1,0,,,,,,,
1732464088893,00001,12,1,0,,,,,,,
1732464088893,00004,12,1,0,,,,,,,
1732464088893,00009,12,1,0,,,,,,,
1732464088893,00002,12,1,0,,,,,,,
1732464088893,00007,12,1,0,,,,,,,
1732464088893,00008,12,1,0,,,,,,,
1732464088893,00005,12,1,0,,,,,,,
1732464088893,00011,12,1,0,,,,,,,
1732464088893,00012,12,1,0,,,,,,,
1732464088893,00010,12,1,0,,,,,,,
1732464088893,00006,12,1,0,,,,,,,
1732464088993,00003,12,1,0,,,,,,,
1732464088993,00001,12,1,0,,,,,,,
1732464088993,00004,12,1,0,,,,,,,
1732464088993,00009,12,1,0,,,,,,,
1732464088993,00002,12,1,0,,,,,,,
1732464088993,00007,12,1,0,,,,,,,
1732464088993,00008,12,1,0,,,,,,,
1732464088993,00005,12,1,0,,,,,,,
1732464088993,00011,12,1,0,,,,,,,
1732464088993,00012,12,1,0,,,,,,,
1732464088993,00010,12,1,0,,,,,,,
1732464088993,00006,12,1,0,,,,,,,
1732464089093,00003,12,1,0,,,,,,,
1732464089093,00001,12,1,0,,,,,,,
1732464089093,00004,12,1,0,,,,,,,
1732464089093,00009,12,1,0,,,,,,,
1732464089093,00002,12,1,0,,,,,,,
1732464089093,00007,12,1,0,,,,,,,
1732464089093,00008,12,1,0,,,,,,,
1732464089093,00005,12,1,0,,,,,,,
1732464089093,00011,12,1,0,,,,,,,
1732464089093,00012,12,1,0,,,,,,,
1732464089093,00010,12,1,0,,,,,,,
1732464089093,00006,12,1,0,,,,,,,
1732464089193,00003,12,1,0,,,,,,,
1732464089193,00001,12,1,0,,,,,,,
1732464089193,00004,12,1,0,,,,,,,
1732464089193,00009,12,1,0,,,,,,,
1732464089193,00002,12,1,0,,,,,,,
1732464089193,00007,12,1,0,,,,,,,
1732464089193,00008,12,1,0,,,,,,,
1732464089193,00005,12,1,0,,,,,,,
1732464089193,00011,12,1,0,,,,,,,
1732464089193,00012,12,1,0,,,,,,,
1732464089193,00010,12,1,0,,,,,,,
1732464089193,00006,12,1,0,,,,,,,
1732464089293,00003,12,1,0,,,,,,,
1732464089293,00001,12,1,0,,,,,,,
1732464089293,00004,12,1,0,,,,,,,
1732464089293,00009,12,1,0,,,,,,,
1732464089293,00002,12,1,0,,,,,,,
1732464089293,00007,12,1,0,,,,,,,
