timestamp,ueImsiComplete,numActiveUes,DRB.EstabSucc.5QI.UEID (numDrb),DRB.RelActNbr.5QI.UEID (0),L3 serving Id(m_cellId),UE (imsi),L3 serving SINR,L3 serving SINR 3gpp,L3 neigh Id 1 (cellId),L3 neigh SINR 1,L3 neigh SINR 3gpp 1 (convertedSinr),L3 neigh Id 2 (cellId),L3 neigh SINR 2,L3 neigh SINR 3gpp 2 (convertedSinr),L3 neigh Id 3 (cellId),L3 neigh SINR 3,L3 neigh SINR 3gpp 3 (convertedSinr),L3 neigh Id 4 (cellId),L3 neigh SINR 4,L3 neigh SINR 3gpp 4 (convertedSinr),L3 neigh Id 5 (cellId),L3 neigh SINR 5,L3 neigh SINR 3gpp 5 (convertedSinr),L3 neigh Id 6 (cellId),L3 neigh SINR 6,L3 neigh SINR 3gpp 6 (convertedSinr),L3 neigh Id 7 (cellId),L3 neigh SINR 7,L3 neigh SINR 3gpp 7 (convertedSinr),L3 neigh Id 8 (cellId),L3 neigh SINR 8,L3 neigh SINR 3gpp 8 (convertedSinr)
1732477770366,00011,1,0,0,3,11,34.353593,116.000000,2,8.395561,63.000000,4,5.960807,58.000000,,,,,,,,,,,,,,,,,,
1732477770466,00011,1,0,0,3,11,34.175175,115.000000,2,7.454669,61.000000,4,7.040210,61.000000,,,,,,,,,,,,,,,,,,
1732477770566,00011,2,0,0,3,11,35.210685,117.000000,2,8.012259,63.000000,4,5.698280,58.000000,,,,,,,,,,,,,,,,,,
1732477770566,00004,2,0,0,3,4,15.250704,77.000000,2,12.687087,72.000000,4,10.796214,68.000000,,,,,,,,,,,,,,,,,,
1732477770666,00011,2,0,0,3,11,33.301899,113.000000,4,8.095365,63.000000,2,5.835756,58.000000,,,,,,,,,,,,,,,,,,
1732477770666,00004,2,0,0,3,4,15.998833,79.000000,2,13.638646,74.000000,4,13.259171,73.000000,,,,,,,,,,,,,,,,,,
1732477770766,00011,2,0,0,3,11,36.637183,120.000000,2,7.668929,62.000000,4,7.148824,61.000000,,,,,,,,,,,,,,,,,,
1732477770766,00004,2,0,0,3,4,15.315101,77.000000,4,14.935881,76.000000,2,12.860053,72.000000,,,,,,,,,,,,,,,,,,
1732477770866,00011,2,0,0,3,11,35.636567,118.000000,4,7.543466,62.000000,2,7.122269,61.000000,,,,,,,,,,,,,,,,,,
1732477770866,00004,2,0,0,3,4,14.854160,76.000000,4,17.937568,83.000000,2,12.829575,72.000000,,,,,,,,,,,,,,,,,,
1732477770966,00011,1,0,0,3,11,34.684502,116.000000,4,7.709999,62.000000,2,6.740260,60.000000,,,,,,,,,,,,,,,,,,
1732477771066,00011,1,0,0,3,11,34.921908,117.000000,2,7.884985,62.000000,4,7.317732,61.000000,,,,,,,,,,,,,,,,,,
1732477771166,00011,1,0,0,3,11,33.807639,115.000000,2,7.487850,61.000000,4,7.240813,61.000000,,,,,,,,,,,,,,,,,,
1732477771266,00011,1,0,0,3,11,30.531302,108.000000,2,9.136320,65.000000,4,7.832846,62.000000,,,,,,,,,,,,,,,,,,
1732477771366,00011,1,0,0,3,11,36.105216,119.000000,4,7.802700,62.000000,2,7.330864,61.000000,,,,,,,,,,,,,,,,,,
1732477771466,00011,1,0,0,3,11,34.883810,117.000000,2,8.301133,63.000000,4,7.011579,60.000000,,,,,,,,,,,,,,,,,,
1732477771566,00011,1,0,0,3,11,33.240489,113.000000,2,7.023415,61.000000,4,6.596843,60.000000,,,,,,,,,,,,,,,,,,
1732477771666,00011,1,0,0,3,11,37.012826,121.000000,4,6.640711,60.000000,2,5.475611,57.000000,,,,,,,,,,,,,,,,,,
1732477771766,00011,1,0,0,3,11,35.375860,118.000000,2,9.498432,66.000000,4,6.884456,60.000000,,,,,,,,,,,,,,,,,,
1732477771866,00011,1,0,0,3,11,34.423441,116.000000,4,8.111939,63.000000,2,7.813569,62.000000,,,,,,,,,,,,,,,,,,
1732477771966,00011,1,0,0,3,11,35.408774,118.000000,2,8.240946,63.000000,4,7.203045,61.000000,,,,,,,,,,,,,,,,,,
1732477772066,00011,1,0,0,3,11,34.894477,117.000000,2,7.597319,62.000000,4,3.953789,54.000000,,,,,,,,,,,,,,,,,,
1732477772166,00011,1,0,0,3,11,34.874380,117.000000,2,7.753805,62.000000,4,6.774374,60.000000,,,,,,,,,,,,,,,,,,
1732477772266,00011,1,0,0,3,11,34.675556,116.000000,2,9.571848,66.000000,4,7.495300,61.000000,,,,,,,,,,,,,,,,,,
1732477772366,00011,1,0,0,3,11,36.576714,120.000000,2,8.217210,63.000000,4,7.776355,62.000000,,,,,,,,,,,,,,,,,,
1732477772466,00011,1,0,0,3,11,35.117125,117.000000,2,7.540850,62.000000,4,6.252355,59.000000,,,,,,,,,,,,,,,,,,
1732477772566,00011,1,0,0,3,11,36.580004,120.000000,2,9.387612,65.000000,4,5.994750,58.000000,,,,,,,,,,,,,,,,,,
