timestamp,ueImsiComplete,numActiveUes,DRB.EstabSucc.5QI.UEID (numDrb),DRB.RelActNbr.5QI.UEID (0),L3 serving Id(m_cellId),UE (imsi),L3 serving SINR,L3 serving SINR 3gpp,L3 neigh Id 1 (cellId),L3 neigh SINR 1,L3 neigh SINR 3gpp 1 (convertedSinr),L3 neigh Id 2 (cellId),L3 neigh SINR 2,L3 neigh SINR 3gpp 2 (convertedSinr),L3 neigh Id 3 (cellId),L3 neigh SINR 3,L3 neigh SINR 3gpp 3 (convertedSinr),L3 neigh Id 4 (cellId),L3 neigh SINR 4,L3 neigh SINR 3gpp 4 (convertedSinr),L3 neigh Id 5 (cellId),L3 neigh SINR 5,L3 neigh SINR 3gpp 5 (convertedSinr),L3 neigh Id 6 (cellId),L3 neigh SINR 6,L3 neigh SINR 3gpp 6 (convertedSinr),L3 neigh Id 7 (cellId),L3 neigh SINR 7,L3 neigh SINR 3gpp 7 (convertedSinr),L3 neigh Id 8 (cellId),L3 neigh SINR 8,L3 neigh SINR 3gpp 8 (convertedSinr)
1732477770366,00002,5,0,0,4,2,17.356432,81.000000,2,14.962860,77.000000,3,12.069842,71.000000,,,,,,,,,,,,,,,,,,
1732477770366,00004,5,0,0,4,4,16.856178,80.000000,2,13.965250,75.000000,3,11.913984,70.000000,,,,,,,,,,,,,,,,,,
1732477770366,00005,5,0,0,4,5,26.510354,100.000000,2,7.955206,62.000000,3,5.216658,57.000000,,,,,,,,,,,,,,,,,,
1732477770366,00007,5,0,0,4,7,37.888202,123.000000,3,20.198302,87.000000,2,14.601348,76.000000,,,,,,,,,,,,,,,,,,
1732477770366,00010,5,0,0,4,10,24.169807,95.000000,3,17.268753,81.000000,2,14.899267,76.000000,,,,,,,,,,,,,,,,,,
1732477770466,00002,5,0,0,4,2,14.242562,75.000000,2,16.194285,79.000000,3,10.969236,68.000000,,,,,,,,,,,,,,,,,,
1732477770466,00004,5,0,0,4,4,14.775031,76.000000,3,16.782620,80.000000,2,13.746339,74.000000,,,,,,,,,,,,,,,,,,
1732477770466,00005,5,0,0,4,5,26.468756,100.000000,2,9.099722,65.000000,3,6.155432,59.000000,,,,,,,,,,,,,,,,,,
1732477770466,00007,5,0,0,4,7,37.373580,122.000000,3,22.776604,92.000000,2,15.406467,77.000000,,,,,,,,,,,,,,,,,,
1732477770466,00010,5,0,0,4,10,23.952340,95.000000,2,16.173070,79.000000,3,13.435415,73.000000,,,,,,,,,,,,,,,,,,
1732477770566,00002,4,0,0,4,2,16.910385,80.000000,2,16.551924,80.000000,3,11.488811,70.000000,,,,,,,,,,,,,,,,,,
1732477770566,00005,4,0,0,4,5,26.849441,100.000000,2,10.601746,68.000000,3,7.436824,61.000000,,,,,,,,,,,,,,,,,,
1732477770566,00007,4,0,0,4,7,36.793708,121.000000,3,23.377582,93.000000,2,17.939432,83.000000,,,,,,,,,,,,,,,,,,
1732477770566,00010,4,0,0,4,10,22.754620,92.000000,2,15.136293,77.000000,3,14.265634,75.000000,,,,,,,,,,,,,,,,,,
1732477770666,00002,4,0,0,4,2,18.054955,83.000000,2,14.555564,76.000000,3,9.026188,65.000000,,,,,,,,,,,,,,,,,,
1732477770666,00005,4,0,0,4,5,26.865575,101.000000,2,8.776430,64.000000,3,5.830806,58.000000,,,,,,,,,,,,,,,,,,
1732477770666,00007,4,0,0,4,7,37.348834,122.000000,3,23.497989,94.000000,2,16.523993,80.000000,,,,,,,,,,,,,,,,,,
1732477770666,00010,4,0,0,4,10,24.249360,95.000000,3,17.382306,81.000000,2,15.659009,78.000000,,,,,,,,,,,,,,,,,,
1732477770766,00002,4,0,0,4,2,18.439534,84.000000,2,15.532741,78.000000,3,12.396274,71.000000,,,,,,,,,,,,,,,,,,
1732477770766,00005,4,0,0,4,5,26.089247,99.000000,2,7.968793,62.000000,3,6.384322,59.000000,,,,,,,,,,,,,,,,,,
1732477770766,00007,4,0,0,4,7,38.326728,124.000000,3,21.202398,89.000000,2,15.301133,77.000000,,,,,,,,,,,,,,,,,,
1732477770766,00010,4,0,0,4,10,24.202944,95.000000,2,14.298362,75.000000,3,13.569151,74.000000,,,,,,,,,,,,,,,,,,
1732477770866,00002,4,0,0,4,2,16.927137,80.000000,2,15.476046,78.000000,3,10.582904,68.000000,,,,,,,,,,,,,,,,,,
1732477770866,00005,4,0,0,4,5,28.552232,104.000000,2,7.643657,62.000000,3,7.472309,61.000000,,,,,,,,,,,,,,,,,,
1732477770866,00007,4,0,0,4,7,37.337809,122.000000,3,22.606766,92.000000,2,14.459840,76.000000,,,,,,,,,,,,,,,,,,
1732477770866,00010,4,0,0,4,10,20.519352,88.000000,2,16.144254,79.000000,3,14.576819,76.000000,,,,,,,,,,,,,,,,,,
1732477770966,00002,5,0,0,4,2,15.713571,78.000000,2,15.136581,77.000000,3,8.888645,64.000000,,,,,,,,,,,,,,,,,,
1732477770966,00005,5,0,0,4,5,25.960840,99.000000,2,8.760416,64.000000,3,6.793713,60.000000,,,,,,,,,,,,,,,,,,
1732477770966,00007,5,0,0,4,7,36.764567,120.000000,3,23.388472,94.000000,2,12.230338,71.000000,,,,,,,,,,,,,,,,,,
1732477770966,00010,5,0,0,4,10,24.803749,96.000000,2,16.649665,80.000000,3,14.810270,76.000000,,,,,,,,,,,,,,,,,,
1732477770966,00004,5,0,0,4,4,16.331307,79.000000,2,12.785675,72.000000,3,11.387538,69.000000,,,,,,,,,,,,,,,,,,
1732477771066,00002,5,0,0,4,2,18.313364,83.000000,2,16.741640,80.000000,3,10.307022,67.000000,,,,,,,,,,,,,,,,,,
1732477771066,00005,5,0,0,4,5,28.115012,103.000000,2,9.318163,65.000000,3,6.252741,59.000000,,,,,,,,,,,,,,,,,,
1732477771066,00007,5,0,0,4,7,37.466519,122.000000,3,24.502838,96.000000,2,15.645001,78.000000,,,,,,,,,,,,,,,,,,
1732477771066,00010,5,0,0,4,10,24.947017,97.000000,3,15.873340,78.000000,2,15.410005,77.000000,,,,,,,,,,,,,,,,,,
1732477771066,00004,5,0,0,4,4,14.478035,76.000000,3,15.434168,77.000000,2,14.603508,76.000000,,,,,,,,,,,,,,,,,,
1732477771166,00002,5,0,0,4,2,17.803862,82.000000,2,16.708220,80.000000,3,11.454343,69.000000,,,,,,,,,,,,,,,,,,
1732477771166,00005,5,0,0,4,5,26.568979,100.000000,2,10.189636,67.000000,3,5.476047,57.000000,,,,,,,,,,,,,,,,,,
1732477771166,00007,5,0,0,4,7,37.489617,122.000000,3,21.622176,90.000000,2,15.833636,78.000000,,,,,,,,,,,,,,,,,,
1732477771166,00010,5,0,0,4,10,24.844840,96.000000,2,15.476671,78.000000,3,15.118370,77.000000,,,,,,,,,,,,,,,,,,
1732477771166,00004,5,0,0,4,4,16.153611,79.000000,3,15.242819,77.000000,2,13.017798,73.000000,,,,,,,,,,,,,,,,,,
1732477771266,00002,5,0,0,4,2,18.536999,84.000000,2,16.782271,80.000000,3,10.678810,68.000000,,,,,,,,,,,,,,,,,,
1732477771266,00005,5,0,0,4,5,24.552356,96.000000,2,7.961718,62.000000,3,6.621276,60.000000,,,,,,,,,,,,,,,,,,
1732477771266,00007,5,0,0,4,7,35.063558,117.000000,3,22.794722,92.000000,2,16.227792,79.000000,,,,,,,,,,,,,,,,,,
1732477771266,00010,5,0,0,4,10,24.911631,97.000000,3,15.881095,78.000000,2,15.022249,77.000000,,,,,,,,,,,,,,,,,,
1732477771266,00004,5,0,0,4,4,16.061272,79.000000,3,14.639734,76.000000,2,11.995780,71.000000,,,,,,,,,,,,,,,,,,
1732477771366,00002,5,0,0,4,2,20.237476,87.000000,2,15.806787,78.000000,3,11.204762,69.000000,,,,,,,,,,,,,,,,,,
1732477771366,00005,5,0,0,4,5,26.281543,99.000000,2,9.446726,65.000000,3,5.404865,57.000000,,,,,,,,,,,,,,,,,,
1732477771366,00007,5,0,0,4,7,38.002420,123.000000,3,21.534409,90.000000,2,16.493547,80.000000,,,,,,,,,,,,,,,,,,
1732477771366,00010,5,0,0,4,10,22.531724,92.000000,2,16.825249,80.000000,3,15.363975,77.000000,,,,,,,,,,,,,,,,,,
1732477771366,00004,5,0,0,4,4,15.707626,78.000000,3,15.317435,77.000000,2,14.526796,76.000000,,,,,,,,,,,,,,,,,,
1732477771466,00002,5,0,0,4,2,17.285749,81.000000,2,15.520647,78.000000,3,10.881787,68.000000,,,,,,,,,,,,,,,,,,
1732477771466,00005,5,0,0,4,5,26.818492,100.000000,2,9.121023,65.000000,3,8.518619,64.000000,,,,,,,,,,,,,,,,,,
1732477771466,00007,5,0,0,4,7,36.498677,120.000000,3,22.681908,92.000000,2,16.044592,79.000000,,,,,,,,,,,,,,,,,,
1732477771466,00010,5,0,0,4,10,26.132408,99.000000,2,17.482691,82.000000,3,16.043122,79.000000,,,,,,,,,,,,,,,,,,
1732477771466,00004,5,0,0,4,4,15.937120,78.000000,3,15.459608,78.000000,2,14.243801,75.000000,,,,,,,,,,,,,,,,,,
1732477771566,00002,5,0,0,4,2,16.967751,81.000000,2,16.140026,79.000000,3,10.546983,68.000000,,,,,,,,,,,,,,,,,,
1732477771566,00005,5,0,0,4,5,26.396469,100.000000,2,8.831006,64.000000,3,8.073575,63.000000,,,,,,,,,,,,,,,,,,
1732477771566,00007,5,0,0,4,7,37.862246,123.000000,3,23.595013,94.000000,2,16.685152,80.000000,,,,,,,,,,,,,,,,,,
1732477771566,00010,5,0,0,4,10,23.275820,93.000000,3,15.375348,77.000000,2,13.643972,74.000000,,,,,,,,,,,,,,,,,,
1732477771566,00004,5,0,0,4,4,18.712927,84.000000,3,13.720671,74.000000,2,13.549054,74.000000,,,,,,,,,,,,,,,,,,
1732477771666,00002,5,0,0,4,2,17.361969,81.000000,2,17.862845,82.000000,3,11.685121,70.000000,,,,,,,,,,,,,,,,,,
1732477771666,00005,5,0,0,4,5,28.130849,103.000000,2,9.551999,66.000000,3,8.340718,63.000000,,,,,,,,,,,,,,,,,,
1732477771666,00007,5,0,0,4,7,36.355456,120.000000,3,22.398926,92.000000,2,18.150841,83.000000,,,,,,,,,,,,,,,,,,
1732477771666,00010,5,0,0,4,10,24.720391,96.000000,2,15.462096,78.000000,3,13.422374,73.000000,,,,,,,,,,,,,,,,,,
1732477771666,00004,5,0,0,4,4,15.149180,77.000000,3,14.552488,76.000000,2,14.049940,75.000000,,,,,,,,,,,,,,,,,,
1732477771766,00002,5,0,0,4,2,19.051450,85.000000,2,15.945698,79.000000,3,8.392809,63.000000,,,,,,,,,,,,,,,,,,
1732477771766,00005,5,0,0,4,5,24.274184,95.000000,2,9.967844,66.000000,3,4.214657,55.000000,,,,,,,,,,,,,,,,,,
1732477771766,00007,5,0,0,4,7,37.999775,123.000000,3,24.534439,96.000000,2,14.641036,76.000000,,,,,,,,,,,,,,,,,,
1732477771766,00010,5,0,0,4,10,21.523549,90.000000,3,15.300666,77.000000,2,14.928471,76.000000,,,,,,,,,,,,,,,,,,
1732477771766,00004,5,0,0,4,4,16.283873,79.000000,2,14.059021,75.000000,3,10.605268,68.000000,,,,,,,,,,,,,,,,,,
1732477771866,00002,5,0,0,4,2,16.890669,80.000000,2,17.147160,81.000000,3,12.549240,72.000000,,,,,,,,,,,,,,,,,,
1732477771866,00005,5,0,0,4,5,27.414940,102.000000,2,9.969723,66.000000,3,5.569046,58.000000,,,,,,,,,,,,,,,,,,
1732477771866,00007,5,0,0,4,7,37.119887,121.000000,3,20.641241,88.000000,2,15.696609,78.000000,,,,,,,,,,,,,,,,,,
1732477771866,00010,5,0,0,4,10,23.900887,95.000000,3,15.716362,78.000000,2,15.025737,77.000000,,,,,,,,,,,,,,,,,,
1732477771866,00004,5,0,0,4,4,12.781771,72.000000,2,15.439802,77.000000,3,14.246480,75.000000,,,,,,,,,,,,,,,,,,
1732477771966,00002,5,0,0,4,2,16.842356,80.000000,2,15.065934,77.000000,3,13.064386,73.000000,,,,,,,,,,,,,,,,,,
1732477771966,00005,5,0,0,4,5,26.941408,101.000000,2,9.295931,65.000000,3,6.746073,60.000000,,,,,,,,,,,,,,,,,,
1732477771966,00007,5,0,0,4,7,33.447414,114.000000,3,22.748463,92.000000,2,16.785386,80.000000,,,,,,,,,,,,,,,,,,
1732477771966,00010,5,0,0,4,10,24.417620,96.000000,2,16.034216,79.000000,3,15.774503,78.000000,,,,,,,,,,,,,,,,,,
1732477771966,00004,5,0,0,4,4,18.154513,83.000000,3,14.399252,75.000000,2,13.503556,74.000000,,,,,,,,,,,,,,,,,,
1732477772066,00002,5,0,0,4,2,18.063681,83.000000,2,15.874436,78.000000,3,11.586244,70.000000,,,,,,,,,,,,,,,,,,
1732477772066,00005,5,0,0,4,5,26.691531,100.000000,2,10.549525,68.000000,3,6.447532,59.000000,,,,,,,,,,,,,,,,,,
1732477772066,00007,5,0,0,4,7,37.373712,122.000000,3,20.101871,87.000000,2,15.067733,77.000000,,,,,,,,,,,,,,,,,,
1732477772066,00010,5,0,0,4,10,25.051219,97.000000,3,17.530582,82.000000,2,17.056475,81.000000,,,,,,,,,,,,,,,,,,
1732477772066,00004,5,0,0,4,4,16.038189,79.000000,2,12.680811,72.000000,3,12.476021,72.000000,,,,,,,,,,,,,,,,,,
1732477772166,00002,5,0,0,4,2,16.994557,81.000000,2,15.829292,78.000000,3,11.039624,69.000000,,,,,,,,,,,,,,,,,,
1732477772166,00005,5,0,0,4,5,26.796094,100.000000,2,9.418866,65.000000,3,7.056682,61.000000,,,,,,,,,,,,,,,,,,
1732477772166,00007,5,0,0,4,7,36.920308,121.000000,3,20.713045,88.000000,2,15.764314,78.000000,,,,,,,,,,,,,,,,,,
1732477772166,00010,5,0,0,4,10,25.693720,98.000000,2,15.479396,78.000000,3,10.626685,68.000000,,,,,,,,,,,,,,,,,,
1732477772166,00004,5,0,0,4,4,15.866174,78.000000,3,14.663135,76.000000,2,9.322696,65.000000,,,,,,,,,,,,,,,,,,
1732477772266,00002,5,0,0,4,2,18.389097,83.000000,2,17.179493,81.000000,3,12.799660,72.000000,,,,,,,,,,,,,,,,,,
1732477772266,00005,5,0,0,4,5,24.801937,96.000000,2,9.057399,65.000000,3,4.989322,56.000000,,,,,,,,,,,,,,,,,,
1732477772266,00007,5,0,0,4,7,37.578551,122.000000,3,24.027344,95.000000,2,16.322851,79.000000,,,,,,,,,,,,,,,,,,
1732477772266,00010,5,0,0,4,10,24.743546,96.000000,2,16.650112,80.000000,3,15.045961,77.000000,,,,,,,,,,,,,,,,,,
1732477772266,00004,5,0,0,4,4,15.790658,78.000000,3,14.949074,77.000000,2,11.354296,69.000000,,,,,,,,,,,,,,,,,,
1732477772366,00002,5,0,0,4,2,18.116803,83.000000,2,18.286301,83.000000,3,11.463522,69.000000,,,,,,,,,,,,,,,,,,
1732477772366,00005,5,0,0,4,5,25.995351,99.000000,2,11.692670,70.000000,3,5.559605,58.000000,,,,,,,,,,,,,,,,,,
1732477772366,00007,5,0,0,4,7,38.085252,123.000000,3,21.580413,90.000000,2,15.536479,78.000000,,,,,,,,,,,,,,,,,,
1732477772366,00010,5,0,0,4,10,23.909138,95.000000,2,14.673983,76.000000,3,14.332198,75.000000,,,,,,,,,,,,,,,,,,
1732477772366,00004,5,0,0,4,4,15.987817,79.000000,3,15.373931,77.000000,2,12.868720,72.000000,,,,,,,,,,,,,,,,,,
1732477772466,00002,5,0,0,4,2,16.873148,80.000000,2,14.598610,76.000000,3,12.243512,71.000000,,,,,,,,,,,,,,,,,,
1732477772466,00005,5,0,0,4,5,25.666559,98.000000,2,8.530342,64.000000,3,7.767795,62.000000,,,,,,,,,,,,,,,,,,
1732477772466,00007,5,0,0,4,7,38.255218,123.000000,3,23.734751,94.000000,2,19.137365,85.000000,,,,,,,,,,,,,,,,,,
1732477772466,00010,5,0,0,4,10,24.764534,96.000000,3,15.916218,78.000000,2,12.192865,71.000000,,,,,,,,,,,,,,,,,,
