timestamp,ueImsiComplete,numActiveUes,DRB.EstabSucc.5QI.UEID (numDrb),DRB.RelActNbr.5QI.UEID (0),enbdev (m_cellId),UE (imsi),sameCellSinr,sameCellSinr 3gpp encoded,L3 neigh Id (cellId),sinr,3gpp encoded sinr (convertedSinr)
1732471156403,00003,12,1,0,,,,,,,
1732471156403,00001,12,1,0,,,,,,,
1732471156403,00004,12,1,0,,,,,,,
1732471156403,00009,12,1,0,,,,,,,
1732471156403,00002,12,1,0,,,,,,,
1732471156403,00007,12,1,0,,,,,,,
1732471156403,00008,12,1,0,,,,,,,
1732471156403,00005,12,1,0,,,,,,,
1732471156403,00011,12,1,0,,,,,,,
1732471156403,00012,12,1,0,,,,,,,
1732471156403,00010,12,1,0,,,,,,,
1732471156403,00006,12,1,0,,,,,,,
1732471156503,00003,12,1,0,,,,,,,
1732471156503,00001,12,1,0,,,,,,,
1732471156503,00004,12,1,0,,,,,,,
1732471156503,00009,12,1,0,,,,,,,
1732471156503,00002,12,1,0,,,,,,,
1732471156503,00007,12,1,0,,,,,,,
1732471156503,00008,12,1,0,,,,,,,
1732471156503,00005,12,1,0,,,,,,,
1732471156503,00011,12,1,0,,,,,,,
1732471156503,00012,12,1,0,,,,,,,
1732471156503,00010,12,1,0,,,,,,,
1732471156503,00006,12,1,0,,,,,,,
1732471156603,00003,12,1,0,,,,,,,
1732471156603,00001,12,1,0,,,,,,,
1732471156603,00004,12,1,0,,,,,,,
1732471156603,00009,12,1,0,,,,,,,
1732471156603,00002,12,1,0,,,,,,,
1732471156603,00007,12,1,0,,,,,,,
1732471156603,00008,12,1,0,,,,,,,
1732471156603,00005,12,1,0,,,,,,,
1732471156603,00011,12,1,0,,,,,,,
1732471156603,00012,12,1,0,,,,,,,
1732471156603,00010,12,1,0,,,,,,,
1732471156603,00006,12,1,0,,,,,,,
1732471156703,00003,12,1,0,,,,,,,
1732471156703,00001,12,1,0,,,,,,,
1732471156703,00004,12,1,0,,,,,,,
1732471156703,00009,12,1,0,,,,,,,
1732471156703,00002,12,1,0,,,,,,,
1732471156703,00007,12,1,0,,,,,,,
1732471156703,00008,12,1,0,,,,,,,
1732471156703,00005,12,1,0,,,,,,,
1732471156703,00011,12,1,0,,,,,,,
1732471156703,00012,12,1,0,,,,,,,
1732471156703,00010,12,1,0,,,,,,,
1732471156703,00006,12,1,0,,,,,,,
1732471156803,00003,12,1,0,,,,,,,
1732471156803,00001,12,1,0,,,,,,,
1732471156803,00004,12,1,0,,,,,,,
1732471156803,00009,12,1,0,,,,,,,
1732471156803,00002,12,1,0,,,,,,,
1732471156803,00007,12,1,0,,,,,,,
1732471156803,00008,12,1,0,,,,,,,
1732471156803,00005,12,1,0,,,,,,,
1732471156803,00011,12,1,0,,,,,,,
1732471156803,00012,12,1,0,,,,,,,
1732471156803,00010,12,1,0,,,,,,,
1732471156803,00006,12,1,0,,,,,,,
1732471156903,00003,12,1,0,,,,,,,
1732471156903,00001,12,1,0,,,,,,,
1732471156903,00004,12,1,0,,,,,,,
1732471156903,00009,12,1,0,,,,,,,
1732471156903,00002,12,1,0,,,,,,,
1732471156903,00007,12,1,0,,,,,,,
1732471156903,00008,12,1,0,,,,,,,
1732471156903,00005,12,1,0,,,,,,,
1732471156903,00011,12,1,0,,,,,,,
1732471156903,00012,12,1,0,,,,,,,
1732471156903,00010,12,1,0,,,,,,,
1732471156903,00006,12,1,0,,,,,,,
1732471157003,00003,12,1,0,,,,,,,
1732471157003,00001,12,1,0,,,,,,,
1732471157003,00004,12,1,0,,,,,,,
1732471157003,00009,12,1,0,,,,,,,
1732471157003,00002,12,1,0,,,,,,,
1732471157003,00007,12,1,0,,,,,,,
1732471157003,00008,12,1,0,,,,,,,
1732471157003,00005,12,1,0,,,,,,,
1732471157003,00011,12,1,0,,,,,,,
1732471157003,00012,12,1,0,,,,,,,
1732471157003,00010,12,1,0,,,,,,,
1732471157003,00006,12,1,0,,,,,,,
1732471157103,00003,12,1,0,,,,,,,
1732471157103,00001,12,1,0,,,,,,,
1732471157103,00004,12,1,0,,,,,,,
1732471157103,00009,12,1,0,,,,,,,
1732471157103,00002,12,1,0,,,,,,,
1732471157103,00007,12,1,0,,,,,,,
1732471157103,00008,12,1,0,,,,,,,
1732471157103,00005,12,1,0,,,,,,,
1732471157103,00011,12,1,0,,,,,,,
1732471157103,00012,12,1,0,,,,,,,
1732471157103,00010,12,1,0,,,,,,,
1732471157103,00006,12,1,0,,,,,,,
1732471157203,00003,12,1,0,,,,,,,
1732471157203,00001,12,1,0,,,,,,,
1732471157203,00004,12,1,0,,,,,,,
1732471157203,00009,12,1,0,,,,,,,
1732471157203,00002,12,1,0,,,,,,,
1732471157203,00007,12,1,0,,,,,,,
1732471157203,00008,12,1,0,,,,,,,
1732471157203,00005,12,1,0,,,,,,,
1732471157203,00011,12,1,0,,,,,,,
1732471157203,00012,12,1,0,,,,,,,
1732471157203,00010,12,1,0,,,,,,,
1732471157203,00006,12,1,0,,,,,,,
1732471157303,00003,12,1,0,,,,,,,
1732471157303,00001,12,1,0,,,,,,,
1732471157303,00004,12,1,0,,,,,,,
1732471157303,00009,12,1,0,,,,,,,
1732471157303,00002,12,1,0,,,,,,,
1732471157303,00007,12,1,0,,,,,,,
1732471157303,00008,12,1,0,,,,,,,
1732471157303,00005,12,1,0,,,,,,,
1732471157303,00011,12,1,0,,,,,,,
1732471157303,00012,12,1,0,,,,,,,
1732471157303,00010,12,1,0,,,,,,,
1732471157303,00006,12,1,0,,,,,,,
1732471157403,00003,12,1,0,,,,,,,
1732471157403,00001,12,1,0,,,,,,,
1732471157403,00004,12,1,0,,,,,,,
