% start	end	CellId	IMSI	RNTI	LCID	nTxPDUs	TxBytes	nRxPDUs	RxBytes	delay	stdDev	min	max	PduSize	stdDev	min	max
0	1	1	1	2	3	199	260690	26	34060	0.544331	0.0233272	0.513331	0.579331	1310	0	1310	1310	
0	1	1	2	5	3	199	260690	99	129690	0.418995	0.0120046	0.39733	0.44083	1310	0	1310	1310	
0	1	1	3	1	3	199	260690	44	57640	0.521114	0.0170458	0.492329	0.552043	1310	0	1310	1310	
0	1	1	4	3	3	199	260690	16	20960	0.664004	0.0224235	0.635435	0.703078	1310	0	1310	1310	
0	1	1	5	8	3	199	260690	0	0	0	0	0	0	0	0	0	0	
0	1	1	6	12	3	199	260690	13	17030	0.676104	0.0206235	0.651004	0.718325	1310	0	1310	1310	
0	1	1	7	6	3	199	260690	39	51090	0.465927	0.0163326	0.441324	0.497324	1310	0	1310	1310	
0	1	1	8	7	3	199	260690	0	0	0	0	0	0	0	0	0	0	
0	1	1	9	4	3	199	260690	0	0	0	0	0	0	0	0	0	0	
0	1	1	10	11	3	199	260690	0	0	0	0	0	0	0	0	0	0	
0	1	1	11	9	3	199	260690	0	0	0	0	0	0	0	0	0	0	
0	1	1	12	10	3	199	260690	0	0	0	0	0	0	0	0	0	0	
1	2	1	1	2	3	199	260690	61	79910	1.17037	0.0144446	1.14426	1.19269	1310	0	1310	1310	
1	2	1	2	5	3	199	260690	87	113970	0.947759	0.0157358	0.918651	0.97108	1310	0	1310	1310	
1	2	1	3	1	3	199	260690	55	72050	1.10313	0.0173315	1.06897	1.12397	1310	0	1310	1310	
1	2	1	4	3	3	199	260690	29	37990	1.4001	0.022882	1.37308	1.4457	1310	0	1310	1310	
1	2	1	5	8	3	199	260690	25	32750	1.55881	0.0137286	1.53797	1.58347	1310	0	1310	1310	
1	2	1	6	12	3	199	260690	23	30130	1.47567	0.0266832	1.44018	1.51533	1310	0	1310	1310	
1	2	1	7	6	3	199	260690	84	110040	0.97489	0.0101399	0.953074	0.994574	1310	0	1310	1310	
1	2	1	8	7	3	199	260690	0	0	0	0	0	0	0	0	0	0	
1	2	1	9	4	3	199	260690	0	0	0	0	0	0	0	0	0	0	
1	2	1	10	11	3	199	260690	0	0	0	0	0	0	0	0	0	0	
1	2	1	11	9	3	199	260690	0	0	0	0	0	0	0	0	0	0	
1	2	1	12	10	3	199	260690	0	0	0	0	0	0	0	0	0	0	
2	3	1	1	2	3	199	260690	74	96940	1.76449	0.0129546	1.74017	1.79278	1310	0	1310	1310	
2	3	1	2	5	3	199	260690	81	106110	1.50127	0.0162028	1.47258	1.52717	1310	0	1310	1310	
2	3	1	3	1	3	199	260690	58	75980	1.682	0.0216538	1.65608	1.71354	1310	0	1310	1310	
2	3	1	4	3	3	199	260690	13	17030	2.18499	0.0223463	2.15568	2.21268	1310	0	1310	1310	
2	3	1	5	8	3	199	260690	26	34060	2.23494	0.0214759	2.19779	2.26179	1310	0	1310	1310	
2	3	1	6	12	3	199	260690	17	22270	2.26871	0.0249136	2.235	2.2985	1310	0	1310	1310	
2	3	1	7	6	3	199	260690	80	104800	1.44562	0.0172594	1.42057	1.46982	1310	0	1310	1310	
2	3	1	8	7	3	199	260690	0	0	0	0	0	0	0	0	0	0	
2	3	1	9	4	3	199	260690	0	0	0	0	0	0	0	0	0	0	
2	3	1	10	11	3	199	260690	0	0	0	0	0	0	0	0	0	0	
2	3	1	11	9	3	199	260690	0	0	0	0	0	0	0	0	0	0	
2	3	1	12	10	3	199	260690	0	0	0	0	0	0	0	0	0	0	
3	4	1	1	2	3	199	260690	129	168990	2.34494	0.00310288	2.34272	2.36097	1310	0	1310	1310	
3	4	1	2	5	3	199	260690	76	99560	2.05816	0.0158272	2.03083	2.09208	1310	0	1310	1310	
3	4	1	3	1	3	199	260690	147	192570	2.25249	0.00663562	2.24758	2.27308	1310	0	1310	1310	
3	4	1	4	3	3	199	260690	42	55020	2.94326	0.017064	2.92183	2.98608	1310	0	1310	1310	
3	4	1	5	8	3	199	260690	54	70740	2.91797	0.0217035	2.88895	2.95258	1310	0	1310	1310	
3	4	1	6	12	3	199	260690	16	20960	3.11266	0.00679821	3.10583	3.12622	1310	0	1310	1310	
3	4	1	7	6	3	199	260690	131	171610	1.88817	0.00620869	1.88007	1.91257	1310	0	1310	1310	
3	4	1	8	7	3	199	260690	0	0	0	0	0	0	0	0	0	0	
3	4	1	9	4	3	199	260690	0	0	0	0	0	0	0	0	0	0	
3	4	1	10	11	3	199	260690	0	0	0	0	0	0	0	0	0	0	
3	4	1	11	9	3	199	260690	0	0	0	0	0	0	0	0	0	0	
3	4	1	12	10	3	199	260690	0	0	0	0	0	0	0	0	0	0	
